DEP_DELAY,ARR_DELAY,CANCELLED,CARRIER_DELAY,WEATHER_DELAY,Full_Departure_Datetime
-7.0,0.0,0,0.0,0.0,2017-03-25 06:33:00
-6.0,-16.0,0,0.0,0.0,2017-03-25 13:44:00
-11.0,-21.0,0,0.0,0.0,2017-03-25 05:34:00
6.0,7.0,0,0.0,0.0,2017-03-25 17:36:00
-3.0,-2.0,0,0.0,0.0,2017-03-26 05:57:00
-2.0,0.0,0,0.0,0.0,2017-03-26 13:07:00
-8.0,-21.0,0,0.0,0.0,2017-03-26 18:17:00
7.0,16.0,0,6.0,0.0,2017-03-26 12:53:00
-2.0,8.0,0,0.0,0.0,2017-03-26 17:28:00
3.0,2.0,0,0.0,0.0,2017-03-27 06:03:00
1.0,-16.0,0,0.0,0.0,2017-03-27 18:26:00
0.0,-6.0,0,0.0,0.0,2017-03-27 13:09:00
6.0,0.0,0,0.0,0.0,2017-03-27 17:36:00
10.0,-1.0,0,0.0,0.0,2017-03-27 12:56:00
0.0,3.0,0,0.0,0.0,2017-03-27 05:45:00
-6.0,-14.0,0,0.0,0.0,2017-03-28 05:54:00
52.0,36.0,0,0.0,0.0,2017-03-28 14:01:00
-10.0,-31.0,0,0.0,0.0,2017-03-28 18:15:00
-5.0,-23.0,0,0.0,0.0,2017-03-28 12:41:00
-2.0,-24.0,0,0.0,0.0,2017-03-28 05:43:00
-10.0,-19.0,0,0.0,0.0,2017-03-28 17:20:00
-3.0,-10.0,0,0.0,0.0,2017-03-29 05:57:00
-4.0,-27.0,0,0.0,0.0,2017-03-29 18:21:00
-11.0,-30.0,0,0.0,0.0,2017-03-29 12:58:00
-6.0,3.0,0,0.0,0.0,2017-03-29 17:24:00
-12.0,-15.0,0,0.0,0.0,2017-03-29 12:34:00
-4.0,-28.0,0,0.0,0.0,2017-03-29 05:41:00
-2.0,-1.0,0,0.0,0.0,2017-03-30 05:58:00
-2.0,-16.0,0,0.0,0.0,2017-03-30 18:23:00
-4.0,-24.0,0,0.0,0.0,2017-03-30 13:05:00
54.0,38.0,0,0.0,0.0,2017-03-30 13:40:00
11.0,16.0,0,3.0,0.0,2017-03-30 17:41:00
-6.0,-32.0,0,0.0,0.0,2017-03-30 05:39:00
-5.0,3.0,0,0.0,0.0,2017-03-31 05:55:00
46.0,30.0,0,0.0,0.0,2017-03-31 13:55:00
8.0,-1.0,0,0.0,0.0,2017-03-31 18:33:00
-9.0,-34.0,0,0.0,0.0,2017-03-31 05:36:00
204.0,190.0,0,0.0,0.0,2017-03-31 20:54:00
-3.0,7.0,0,0.0,0.0,2017-03-31 12:43:00
-5.0,-20.0,0,0.0,0.0,2017-04-01 06:25:00
1.0,-19.0,0,0.0,0.0,2017-04-01 13:04:00
-9.0,-13.0,0,0.0,0.0,2017-04-01 05:51:00
-10.0,-14.0,0,0.0,0.0,2017-04-02 05:30:00
-5.0,-1.0,0,0.0,0.0,2017-04-02 18:00:00
-2.0,-22.0,0,0.0,0.0,2017-04-02 13:01:00
-4.0,-27.0,0,0.0,0.0,2017-04-02 17:31:00
-5.0,1.0,0,0.0,0.0,2017-04-02 13:04:00
-5.0,-7.0,0,0.0,0.0,2017-04-03 05:35:00
125.0,157.0,0,30.0,0.0,2017-04-03 15:08:00
-8.0,-14.0,0,0.0,0.0,2017-04-03 05:52:00
10.0,12.0,0,0.0,0.0,2017-04-03 17:45:00
-5.0,0.0,0,0.0,0.0,2017-04-03 13:04:00
-8.0,-18.0,0,0.0,0.0,2017-04-04 17:57:00
-1.0,-13.0,0,0.0,0.0,2017-04-04 13:02:00
-4.0,-12.0,0,0.0,0.0,2017-04-04 05:56:00
68.0,67.0,0,0.0,0.0,2017-04-04 18:43:00
-3.0,-8.0,0,0.0,0.0,2017-04-05 05:37:00
-5.0,-22.0,0,0.0,0.0,2017-04-05 05:55:00
-1.0,-7.0,0,0.0,0.0,2017-04-05 17:34:00
125.0,117.0,0,48.0,0.0,2017-04-06 15:08:00
0.0,-5.0,0,0.0,0.0,2017-04-06 06:00:00
58.0,59.0,0,6.0,0.0,2017-04-06 18:33:00
95.0,70.0,0,5.0,0.0,2017-04-07 14:38:00
65.0,72.0,0,21.0,0.0,2017-04-07 19:10:00
154.0,141.0,0,10.0,0.0,2017-04-07 20:09:00
976.0,962.0,0,962.0,0.0,2017-04-07 22:16:00
-1.0,-18.0,0,0.0,0.0,2017-04-08 06:29:00
11.0,-6.0,0,0.0,0.0,2017-04-08 13:14:00
519.0,509.0,0,509.0,0.0,2017-04-08 14:39:00
24.0,-4.0,0,0.0,0.0,2017-04-09 06:04:00
21.0,17.0,0,0.0,0.0,2017-04-09 18:26:00
3.0,-14.0,0,0.0,0.0,2017-04-09 13:06:00
8.0,-7.0,0,0.0,0.0,2017-04-09 17:43:00
-5.0,-2.0,0,0.0,0.0,2017-04-09 13:04:00
14.0,-3.0,0,0.0,0.0,2017-04-10 05:54:00
-8.0,-34.0,0,0.0,0.0,2017-04-10 12:55:00
15.0,-9.0,0,0.0,0.0,2017-04-10 18:20:00
-5.0,-10.0,0,0.0,0.0,2017-04-10 17:30:00
101.0,86.0,0,86.0,0.0,2017-04-10 07:41:00
3.0,-1.0,0,0.0,0.0,2017-04-11 05:43:00
-8.0,-28.0,0,0.0,0.0,2017-04-11 12:55:00
87.0,60.0,0,0.0,0.0,2017-04-11 19:32:00
-7.0,-6.0,0,0.0,0.0,2017-04-11 17:28:00
-4.0,-22.0,0,0.0,0.0,2017-04-11 05:56:00
12.0,-6.0,0,0.0,0.0,2017-04-12 05:52:00
-3.0,-26.0,0,0.0,0.0,2017-04-12 13:00:00
0.0,-27.0,0,0.0,0.0,2017-04-12 18:05:00
-6.0,-2.0,0,0.0,0.0,2017-04-12 17:29:00
0.0,-4.0,0,0.0,0.0,2017-04-12 06:00:00
-2.0,-7.0,0,0.0,0.0,2017-04-13 05:38:00
131.0,119.0,0,0.0,0.0,2017-04-13 20:16:00
6.0,-6.0,0,0.0,0.0,2017-04-13 13:09:00
-4.0,-7.0,0,0.0,0.0,2017-04-13 17:31:00
-6.0,-29.0,0,0.0,0.0,2017-04-13 05:54:00
23.0,1.0,0,0.0,0.0,2017-04-14 06:03:00
-11.0,-38.0,0,0.0,0.0,2017-04-14 12:52:00
-9.0,-23.0,0,0.0,0.0,2017-04-14 17:56:00
-7.0,-17.0,0,0.0,0.0,2017-04-14 05:53:00
-14.0,-21.0,0,0.0,0.0,2017-04-14 17:21:00
-1.0,-15.0,0,0.0,0.0,2017-04-15 06:29:00
-5.0,-21.0,0,0.0,0.0,2017-04-15 12:58:00
-10.0,-9.0,0,0.0,0.0,2017-04-15 05:50:00
-1.0,-18.0,0,0.0,0.0,2017-04-16 06:29:00
58.0,37.0,0,0.0,0.0,2017-04-16 14:01:00
-5.0,-8.0,0,0.0,0.0,2017-04-16 17:30:00
-3.0,-24.0,0,0.0,0.0,2017-04-17 05:37:00
-5.0,-17.0,0,0.0,0.0,2017-04-17 12:58:00
-3.0,-15.0,0,0.0,0.0,2017-04-17 18:02:00
13.0,23.0,0,0.0,0.0,2017-04-17 17:48:00
-6.0,-8.0,0,0.0,0.0,2017-04-17 05:54:00
-2.0,-9.0,0,0.0,0.0,2017-04-18 05:38:00
-6.0,-27.0,0,0.0,0.0,2017-04-18 17:59:00
-7.0,-21.0,0,0.0,0.0,2017-04-18 12:56:00
-10.0,-30.0,0,0.0,0.0,2017-04-18 17:25:00
-5.0,-19.0,0,0.0,0.0,2017-04-18 05:55:00
-3.0,-15.0,0,0.0,0.0,2017-04-19 05:37:00
-3.0,-10.0,0,0.0,0.0,2017-04-19 18:02:00
6.0,-4.0,0,0.0,0.0,2017-04-19 13:09:00
274.0,276.0,0,0.0,0.0,2017-04-19 22:09:00
-6.0,-14.0,0,0.0,0.0,2017-04-19 05:54:00
-1.0,-9.0,0,0.0,0.0,2017-04-20 05:39:00
-1.0,-11.0,0,0.0,0.0,2017-04-20 18:04:00
6.0,-15.0,0,0.0,0.0,2017-04-20 13:09:00
-6.0,-17.0,0,0.0,0.0,2017-04-20 05:54:00
215.0,207.0,0,177.0,0.0,2017-04-20 21:10:00
0.0,-3.0,0,0.0,0.0,2017-04-21 05:40:00
41.0,33.0,0,0.0,0.0,2017-04-21 13:44:00
-1.0,-9.0,0,0.0,0.0,2017-04-21 18:04:00
-5.0,-13.0,0,0.0,0.0,2017-04-21 17:30:00
-5.0,-16.0,0,0.0,0.0,2017-04-21 05:55:00
2.0,-7.0,0,0.0,0.0,2017-04-22 06:32:00
-5.0,-13.0,0,0.0,0.0,2017-04-22 12:58:00
-6.0,-8.0,0,0.0,0.0,2017-04-22 05:54:00
0.0,-7.0,0,0.0,0.0,2017-04-23 05:40:00
-11.0,-10.0,0,0.0,0.0,2017-04-23 12:52:00
30.0,26.0,0,0.0,0.0,2017-04-23 18:35:00
-10.0,-14.0,0,0.0,0.0,2017-04-23 12:59:00
1.0,0.0,0,0.0,0.0,2017-04-23 17:36:00
-6.0,-12.0,0,0.0,0.0,2017-04-24 05:34:00
-4.0,-20.0,0,0.0,0.0,2017-04-24 18:01:00
15.0,-3.0,0,0.0,0.0,2017-04-24 13:18:00
7.0,-6.0,0,0.0,0.0,2017-04-24 17:42:00
-9.0,-21.0,0,0.0,0.0,2017-04-24 05:51:00
-3.0,-25.0,0,0.0,0.0,2017-04-25 05:37:00
-9.0,-35.0,0,0.0,0.0,2017-04-25 17:56:00
24.0,0.0,0,0.0,0.0,2017-04-25 13:27:00
-4.0,-25.0,0,0.0,0.0,2017-04-25 05:56:00
-13.0,-34.0,0,0.0,0.0,2017-04-25 17:22:00
0.0,-19.0,0,0.0,0.0,2017-04-26 05:40:00
0.0,-21.0,0,0.0,0.0,2017-04-26 13:03:00
-6.0,-2.0,0,0.0,0.0,2017-04-26 17:59:00
-5.0,-27.0,0,0.0,0.0,2017-04-26 05:55:00
-6.0,-14.0,0,0.0,0.0,2017-04-26 17:29:00
-6.0,-17.0,0,0.0,0.0,2017-04-27 05:34:00
-5.0,-11.0,0,0.0,0.0,2017-04-27 12:58:00
4.0,1.0,0,0.0,0.0,2017-04-27 18:09:00
-5.0,-24.0,0,0.0,0.0,2017-04-27 05:55:00
-1.0,-12.0,0,0.0,0.0,2017-04-27 17:34:00
-8.0,-6.0,0,0.0,0.0,2017-04-28 05:32:00
-5.0,-13.0,0,0.0,0.0,2017-04-28 12:58:00
-6.0,-11.0,0,0.0,0.0,2017-04-28 17:59:00
-11.0,-19.0,0,0.0,0.0,2017-04-28 17:24:00
-4.0,-25.0,0,0.0,0.0,2017-04-28 05:56:00
-5.0,-13.0,0,0.0,0.0,2017-04-29 06:25:00
112.0,100.0,0,0.0,0.0,2017-04-29 14:55:00
-9.0,-21.0,0,0.0,0.0,2017-04-29 05:51:00
6.0,1.0,0,0.0,0.0,2017-04-30 05:46:00
-9.0,-15.0,0,0.0,0.0,2017-04-30 12:54:00
5.0,-2.0,0,0.0,0.0,2017-04-30 18:10:00
-8.0,0.0,0,0.0,0.0,2017-04-30 13:01:00
-5.0,-6.0,0,0.0,0.0,2017-04-30 17:30:00
-4.0,-4.0,0,0.0,0.0,2017-05-01 05:31:00
56.0,50.0,0,0.0,0.0,2017-05-01 14:02:00
-13.0,-17.0,0,0.0,0.0,2017-05-01 18:07:00
27.0,28.0,0,0.0,0.0,2017-05-01 18:02:00
-5.0,-11.0,0,0.0,0.0,2017-05-01 05:55:00
6.0,15.0,0,3.0,0.0,2017-05-01 13:15:00
-1.0,9.0,0,0.0,0.0,2017-05-02 05:34:00
-6.0,-12.0,0,0.0,0.0,2017-05-02 13:00:00
-9.0,-15.0,0,0.0,0.0,2017-05-02 18:11:00
-6.0,-18.0,0,0.0,0.0,2017-05-02 05:54:00
-19.0,-30.0,0,0.0,0.0,2017-05-02 17:16:00
-2.0,-8.0,0,0.0,0.0,2017-05-03 05:33:00
3.0,6.0,0,0.0,0.0,2017-05-03 18:23:00
-7.0,5.0,0,0.0,0.0,2017-05-03 12:59:00
-7.0,-12.0,0,0.0,0.0,2017-05-03 17:28:00
-5.0,-23.0,0,0.0,0.0,2017-05-03 05:55:00
-3.0,2.0,0,0.0,0.0,2017-05-04 05:32:00
-7.0,3.0,0,0.0,0.0,2017-05-04 18:13:00
-1.0,21.0,0,0.0,0.0,2017-05-04 13:05:00
-5.0,-11.0,0,0.0,0.0,2017-05-04 17:30:00
-11.0,-7.0,0,0.0,0.0,2017-05-04 05:49:00
-5.0,-2.0,0,0.0,0.0,2017-05-05 05:30:00
-4.0,-3.0,0,0.0,0.0,2017-05-05 18:16:00
-5.0,-3.0,0,0.0,0.0,2017-05-05 13:01:00
-10.0,-9.0,0,0.0,0.0,2017-05-05 12:59:00
-4.0,3.0,0,0.0,0.0,2017-05-05 17:31:00
-6.0,-15.0,0,0.0,0.0,2017-05-05 05:54:00
-5.0,-16.0,0,0.0,0.0,2017-05-06 06:25:00
-10.0,-28.0,0,0.0,0.0,2017-05-06 12:56:00
-2.0,-2.0,0,0.0,0.0,2017-05-06 17:33:00
-2.0,-17.0,0,0.0,0.0,2017-05-06 05:58:00
-5.0,-11.0,0,0.0,0.0,2017-05-07 05:30:00
-5.0,-12.0,0,0.0,0.0,2017-05-07 06:25:00
63.0,40.0,0,0.0,0.0,2017-05-07 14:09:00
-6.0,-27.0,0,0.0,0.0,2017-05-07 18:14:00
-5.0,-14.0,0,0.0,0.0,2017-05-07 17:30:00
-5.0,-15.0,0,0.0,0.0,2017-05-07 13:04:00
-6.0,-14.0,0,0.0,0.0,2017-05-08 05:29:00
-1.0,-20.0,0,0.0,0.0,2017-05-08 18:19:00
-9.0,-23.0,0,0.0,0.0,2017-05-08 12:57:00
-8.0,-18.0,0,0.0,0.0,2017-05-08 05:52:00
-6.0,-6.0,0,0.0,0.0,2017-05-08 13:03:00
-15.0,-27.0,0,0.0,0.0,2017-05-08 17:20:00
-11.0,-12.0,0,0.0,0.0,2017-05-09 05:24:00
-8.0,-18.0,0,0.0,0.0,2017-05-09 18:12:00
4.0,0.0,0,0.0,0.0,2017-05-09 13:10:00
-7.0,-11.0,0,0.0,0.0,2017-05-09 17:28:00
-9.0,-33.0,0,0.0,0.0,2017-05-09 05:51:00
-2.0,-12.0,0,0.0,0.0,2017-05-10 05:33:00
-9.0,-10.0,0,0.0,0.0,2017-05-10 18:11:00
207.0,199.0,0,0.0,0.0,2017-05-10 16:33:00
2.0,-19.0,0,0.0,0.0,2017-05-10 06:02:00
-14.0,-22.0,0,0.0,0.0,2017-05-10 17:21:00
-1.0,-10.0,0,0.0,0.0,2017-05-11 05:34:00
39.0,26.0,0,0.0,0.0,2017-05-11 18:59:00
-5.0,-16.0,0,0.0,0.0,2017-05-11 13:01:00
-4.0,-14.0,0,0.0,0.0,2017-05-11 17:31:00
-3.0,-28.0,0,0.0,0.0,2017-05-11 05:57:00
-4.0,-8.0,0,0.0,0.0,2017-05-12 05:31:00
-10.0,-24.0,0,0.0,0.0,2017-05-12 12:56:00
0.0,-7.0,0,0.0,0.0,2017-05-12 18:20:00
-10.0,-23.0,0,0.0,0.0,2017-05-12 05:50:00
-3.0,-3.0,0,0.0,0.0,2017-05-12 17:32:00
-10.0,-5.0,0,0.0,0.0,2017-05-12 12:59:00
-2.0,-7.0,0,0.0,0.0,2017-05-13 06:28:00
-1.0,-8.0,0,0.0,0.0,2017-05-13 13:05:00
-8.0,-35.0,0,0.0,0.0,2017-05-13 05:52:00
-5.0,-17.0,0,0.0,0.0,2017-05-13 17:30:00
5.0,-10.0,0,0.0,0.0,2017-05-14 05:40:00
-9.0,-20.0,0,0.0,0.0,2017-05-14 06:21:00
2.0,-11.0,0,0.0,0.0,2017-05-14 13:08:00
13.0,5.0,0,0.0,0.0,2017-05-14 13:22:00
-4.0,-13.0,0,0.0,0.0,2017-05-15 05:31:00
-7.0,-23.0,0,0.0,0.0,2017-05-15 12:59:00
-8.0,-28.0,0,0.0,0.0,2017-05-15 18:12:00
-5.0,-4.0,0,0.0,0.0,2017-05-15 13:04:00
-5.0,-15.0,0,0.0,0.0,2017-05-15 17:30:00
-9.0,-28.0,0,0.0,0.0,2017-05-15 05:51:00
-4.0,-16.0,0,0.0,0.0,2017-05-16 05:31:00
-6.0,-27.0,0,0.0,0.0,2017-05-16 18:14:00
-4.0,-28.0,0,0.0,0.0,2017-05-16 13:02:00
-7.0,-21.0,0,0.0,0.0,2017-05-16 05:53:00
-9.0,-5.0,0,0.0,0.0,2017-05-16 17:26:00
826.0,817.0,0,817.0,0.0,2017-05-17 19:21:00
-9.0,-23.0,0,0.0,0.0,2017-05-17 18:11:00
-5.0,-21.0,0,0.0,0.0,2017-05-17 13:01:00
-5.0,-18.0,0,0.0,0.0,2017-05-17 17:30:00
-4.0,-13.0,0,0.0,0.0,2017-05-17 05:56:00
-2.0,-1.0,0,0.0,0.0,2017-05-18 05:33:00
3.0,10.0,0,0.0,0.0,2017-05-18 18:23:00
-5.0,-15.0,0,0.0,0.0,2017-05-18 13:01:00
39.0,31.0,0,0.0,0.0,2017-05-18 18:14:00
-1.0,2.0,0,0.0,0.0,2017-05-18 05:59:00
-3.0,-15.0,0,0.0,0.0,2017-05-19 05:32:00
0.0,2.0,0,0.0,0.0,2017-05-19 13:06:00
29.0,19.0,0,0.0,0.0,2017-05-19 18:49:00
-7.0,-23.0,0,0.0,0.0,2017-05-19 05:53:00
-8.0,3.0,0,0.0,0.0,2017-05-19 17:27:00
-9.0,-16.0,0,0.0,0.0,2017-05-19 13:00:00
-8.0,-20.0,0,0.0,0.0,2017-05-20 06:22:00
-5.0,-15.0,0,0.0,0.0,2017-05-20 13:01:00
-4.0,-1.0,0,0.0,0.0,2017-05-20 17:31:00
-4.0,-16.0,0,0.0,0.0,2017-05-20 05:56:00
18.0,20.0,0,18.0,0.0,2017-05-21 05:53:00
-3.0,4.0,0,0.0,0.0,2017-05-21 06:27:00
-4.0,-4.0,0,0.0,0.0,2017-05-21 13:02:00
67.0,53.0,0,0.0,0.0,2017-05-21 19:27:00
-9.0,-18.0,0,0.0,0.0,2017-05-21 13:00:00
-2.0,0.0,0,0.0,0.0,2017-05-21 17:33:00
123.0,120.0,0,120.0,0.0,2017-05-22 07:38:00
-4.0,-7.0,0,0.0,0.0,2017-05-22 13:02:00
75.0,61.0,0,0.0,0.0,2017-05-22 19:35:00
-1.0,-8.0,0,0.0,0.0,2017-05-22 13:08:00
78.0,74.0,0,0.0,0.0,2017-05-22 18:53:00
-4.0,-12.0,0,0.0,0.0,2017-05-22 05:56:00
-2.0,1.0,0,0.0,0.0,2017-05-23 05:33:00
-4.0,-12.0,0,0.0,0.0,2017-05-23 13:02:00
-6.0,-11.0,0,0.0,0.0,2017-05-23 18:14:00
-10.0,-15.0,0,0.0,0.0,2017-05-23 17:25:00
-2.0,-28.0,0,0.0,0.0,2017-05-23 05:58:00
23.0,52.0,0,23.0,0.0,2017-05-24 05:58:00
41.0,75.0,0,33.0,0.0,2017-05-24 13:47:00
0.0,1.0,0,0.0,0.0,2017-05-24 18:20:00
-4.0,-10.0,0,0.0,0.0,2017-05-24 05:56:00
-8.0,-6.0,0,0.0,0.0,2017-05-24 17:27:00
-2.0,1.0,0,0.0,0.0,2017-05-25 05:33:00
89.0,78.0,0,0.0,0.0,2017-05-25 14:35:00
84.0,73.0,0,0.0,0.0,2017-05-25 19:44:00
-5.0,-17.0,0,0.0,0.0,2017-05-25 17:30:00
-9.0,-21.0,0,0.0,0.0,2017-05-25 05:51:00
-1.0,-6.0,0,0.0,0.0,2017-05-26 05:34:00
5.0,-12.0,0,0.0,0.0,2017-05-26 18:25:00
-4.0,-16.0,0,0.0,0.0,2017-05-26 13:02:00
-5.0,4.0,0,0.0,0.0,2017-05-26 13:04:00
-7.0,-25.0,0,0.0,0.0,2017-05-26 05:53:00
0.0,-5.0,0,0.0,0.0,2017-05-26 17:35:00
405.0,400.0,0,400.0,0.0,2017-05-27 13:15:00
-7.0,-23.0,0,0.0,0.0,2017-05-27 12:59:00
-13.0,-26.0,0,0.0,0.0,2017-05-27 17:22:00
-6.0,-28.0,0,0.0,0.0,2017-05-27 05:54:00
-4.0,-10.0,0,0.0,0.0,2017-05-28 05:31:00
-5.0,-12.0,0,0.0,0.0,2017-05-28 18:15:00
-10.0,-5.0,0,0.0,0.0,2017-05-28 17:25:00
-11.0,-26.0,0,0.0,0.0,2017-05-28 12:58:00
-6.0,-3.0,0,0.0,0.0,2017-05-29 05:29:00
0.0,-13.0,0,0.0,0.0,2017-05-29 13:06:00
40.0,50.0,0,0.0,0.0,2017-05-29 19:00:00
-9.0,-1.0,0,0.0,0.0,2017-05-29 17:26:00
-4.0,1.0,0,0.0,0.0,2017-05-29 13:05:00
-10.0,-24.0,0,0.0,0.0,2017-05-29 05:50:00
-3.0,1.0,0,0.0,0.0,2017-05-30 05:32:00
-3.0,6.0,0,0.0,0.0,2017-05-30 13:03:00
-9.0,5.0,0,0.0,0.0,2017-05-30 18:11:00
10.0,8.0,0,0.0,0.0,2017-05-30 17:45:00
-5.0,-10.0,0,0.0,0.0,2017-05-30 05:55:00
-4.0,-5.0,0,0.0,0.0,2017-05-31 05:31:00
-8.0,-14.0,0,0.0,0.0,2017-05-31 12:58:00
-8.0,-17.0,0,0.0,0.0,2017-05-31 18:12:00
-20.0,-33.0,0,0.0,0.0,2017-05-31 17:15:00
-7.0,-23.0,0,0.0,0.0,2017-05-31 05:53:00
-2.0,15.0,0,0.0,0.0,2017-06-01 05:33:00
-1.0,6.0,0,0.0,0.0,2017-06-01 18:19:00
142.0,128.0,0,48.0,0.0,2017-06-01 15:28:00
46.0,41.0,0,0.0,0.0,2017-06-01 18:21:00
-9.0,-8.0,0,0.0,0.0,2017-06-01 05:51:00
-4.0,-11.0,0,0.0,0.0,2017-06-02 05:31:00
29.0,11.0,0,0.0,0.0,2017-06-02 18:49:00
-5.0,-6.0,0,0.0,0.0,2017-06-02 13:01:00
-11.0,-23.0,0,0.0,0.0,2017-06-02 17:24:00
-5.0,0.0,0,0.0,0.0,2017-06-02 13:04:00
-5.0,-4.0,0,0.0,0.0,2017-06-02 05:55:00
-3.0,-16.0,0,0.0,0.0,2017-06-03 06:27:00
-3.0,-19.0,0,0.0,0.0,2017-06-03 13:03:00
-4.0,0.0,0,0.0,0.0,2017-06-03 05:56:00
-10.0,-10.0,0,0.0,0.0,2017-06-03 17:25:00
7.0,-5.0,0,0.0,0.0,2017-06-04 05:42:00
19.0,30.0,0,11.0,0.0,2017-06-04 18:39:00
29.0,27.0,0,0.0,0.0,2017-06-04 13:35:00
-5.0,7.0,0,0.0,0.0,2017-06-04 13:04:00
-19.0,-4.0,0,0.0,0.0,2017-06-04 17:16:00
-5.0,-5.0,0,0.0,0.0,2017-06-05 05:30:00
-9.0,-11.0,0,0.0,0.0,2017-06-05 12:57:00
20.0,12.0,0,0.0,0.0,2017-06-05 18:40:00
16.0,3.0,0,0.0,0.0,2017-06-05 17:51:00
8.0,6.0,0,0.0,0.0,2017-06-05 13:17:00
0.0,45.0,0,0.0,0.0,2017-06-05 06:00:00
-6.0,-8.0,0,0.0,0.0,2017-06-06 05:29:00
-12.0,-11.0,0,0.0,0.0,2017-06-06 18:08:00
-1.0,-7.0,0,0.0,0.0,2017-06-06 17:34:00
-11.0,3.0,0,0.0,0.0,2017-06-06 05:49:00
-2.0,5.0,0,0.0,0.0,2017-06-07 05:33:00
-9.0,6.0,0,0.0,0.0,2017-06-07 18:11:00
-9.0,-6.0,0,0.0,0.0,2017-06-07 05:51:00
8.0,9.0,0,0.0,0.0,2017-06-07 17:43:00
-5.0,3.0,0,0.0,0.0,2017-06-08 05:30:00
-1.0,-10.0,0,0.0,0.0,2017-06-08 18:19:00
-3.0,-5.0,0,0.0,0.0,2017-06-08 13:03:00
1.0,-3.0,0,0.0,0.0,2017-06-08 17:36:00
-1.0,-7.0,0,0.0,0.0,2017-06-08 05:59:00
-4.0,-7.0,0,0.0,0.0,2017-06-09 05:31:00
-4.0,-15.0,0,0.0,0.0,2017-06-09 18:16:00
-10.0,-21.0,0,0.0,0.0,2017-06-09 12:56:00
-9.0,-5.0,0,0.0,0.0,2017-06-09 05:51:00
-9.0,-8.0,0,0.0,0.0,2017-06-09 17:26:00
-2.0,-11.0,0,0.0,0.0,2017-06-09 13:07:00
-3.0,-16.0,0,0.0,0.0,2017-06-10 06:27:00
-6.0,-26.0,0,0.0,0.0,2017-06-10 11:04:00
13.0,-6.0,0,0.0,0.0,2017-06-10 13:19:00
-9.0,-18.0,0,0.0,0.0,2017-06-10 17:26:00
-5.0,-16.0,0,0.0,0.0,2017-06-10 05:55:00
-1.0,-15.0,0,0.0,0.0,2017-06-11 05:34:00
-2.0,-20.0,0,0.0,0.0,2017-06-11 13:04:00
8.0,10.0,0,0.0,0.0,2017-06-11 06:43:00
3.0,0.0,0,0.0,0.0,2017-06-11 18:23:00
-16.0,-26.0,0,0.0,0.0,2017-06-11 12:53:00
9.0,-3.0,0,0.0,0.0,2017-06-11 17:44:00
-4.0,2.0,0,0.0,0.0,2017-06-12 06:11:00
5.0,-3.0,0,0.0,0.0,2017-06-12 13:10:00
-1.0,-16.0,0,0.0,0.0,2017-06-12 05:59:00
-1.0,-19.0,0,0.0,0.0,2017-06-12 12:34:00
179.0,171.0,0,171.0,0.0,2017-06-13 09:14:00
172.0,205.0,0,33.0,0.0,2017-06-13 20:12:00
-11.0,-27.0,0,0.0,0.0,2017-06-13 12:54:00
-2.0,-20.0,0,0.0,0.0,2017-06-13 12:33:00
-10.0,-6.0,0,0.0,0.0,2017-06-13 05:50:00
-3.0,-16.0,0,0.0,0.0,2017-06-14 06:12:00
-8.0,-18.0,0,0.0,0.0,2017-06-14 12:57:00
-8.0,-6.0,0,0.0,0.0,2017-06-14 12:27:00
-10.0,-27.0,0,0.0,0.0,2017-06-14 05:50:00
-3.0,-12.0,0,0.0,0.0,2017-06-15 06:12:00
-3.0,-12.0,0,0.0,0.0,2017-06-15 13:02:00
67.0,45.0,0,0.0,0.0,2017-06-15 13:42:00
-9.0,-12.0,0,0.0,0.0,2017-06-15 05:51:00
0.0,-2.0,0,0.0,0.0,2017-06-16 06:15:00
5.0,11.0,0,0.0,0.0,2017-06-16 13:10:00
-7.0,2.0,0,0.0,0.0,2017-06-16 05:53:00
-11.0,-21.0,0,0.0,0.0,2017-06-16 12:24:00
-7.0,-11.0,0,0.0,0.0,2017-06-17 06:38:00
5.0,0.0,0,0.0,0.0,2017-06-17 11:15:00
-10.0,-25.0,0,0.0,0.0,2017-06-17 13:50:00
-8.0,-17.0,0,0.0,0.0,2017-06-17 05:52:00
-3.0,-5.0,0,0.0,0.0,2017-06-18 05:57:00
-1.0,-11.0,0,0.0,0.0,2017-06-18 06:34:00
4.0,6.0,0,0.0,0.0,2017-06-18 12:39:00
15.0,4.0,0,0.0,0.0,2017-06-19 06:30:00
36.0,24.0,0,0.0,0.0,2017-06-19 13:41:00
-1.0,-14.0,0,0.0,0.0,2017-06-19 12:34:00
4.0,-3.0,0,0.0,0.0,2017-06-19 06:04:00
0.0,1.0,0,0.0,0.0,2017-06-20 06:15:00
-2.0,-2.0,0,0.0,0.0,2017-06-20 13:03:00
3.0,-5.0,0,0.0,0.0,2017-06-20 12:38:00
-4.0,-5.0,0,0.0,0.0,2017-06-20 05:56:00
-5.0,-1.0,0,0.0,0.0,2017-06-21 06:10:00
1.0,-14.0,0,0.0,0.0,2017-06-21 13:06:00
-8.0,-19.0,0,0.0,0.0,2017-06-21 05:52:00
-7.0,-19.0,0,0.0,0.0,2017-06-21 12:28:00
-3.0,4.0,0,0.0,0.0,2017-06-22 06:12:00
3.0,-5.0,0,0.0,0.0,2017-06-22 13:08:00
-6.0,-6.0,0,0.0,0.0,2017-06-22 05:54:00
